2025年御宿共同打ち上げ実験　AチームログSTART																				
経過時間	温度	気圧	高度	湿度	加速度x	加速度y	加速度z	重力x	重力y	重力z	温度	ジャイロ	加速度	地磁気	緯度	経度	高度	離床時間	解放信号出力時間	解放検出時間
2000年0月0日	0時0分0																			
198251	21.27	1029.63	-135.46	50.28	0.52	-0.31	9.52	0.47	-0.5	9.78	21	0	0	0	0	0	0	0	0	0
198301	21.27	1029.63	-135.46	50.28	0.97	-0.54	9.24	0.47	-0.5	9.78	21	0	0	0	0	0	0	0	0	0
198351	21.3	1029.66	-135.72	50.33	0.31	-0.46	9.55	0.48	-0.51	9.78	21	0	0	0	0	0	0	0	0	0
198401	21.3	1029.66	-135.72	50.33	1.19	-0.64	9.54	0.48	-0.52	9.78	21	0	0	0	0	0	0	0	0	0
198451	21.3	1029.64	-135.54	50.3	0.4	-0.24	9.61	0.48	-0.53	9.78	21	0	0	0	0	0	0	0	0	0
198501	21.3	1029.64	-135.54	50.3	0.43	-0.29	9.5	0.48	-0.54	9.77	21	0	0	0	0	0	0	0	0	0
198551	21.19	1029.47	-134.14	50.33	1.01	-0.37	9.34	0.48	-0.54	9.77	21	0	0	0	0	0	0	0	0	0
198601	21.19	1029.47	-134.14	50.33	0.5	-0.67	9.43	0.48	-0.55	9.77	21	0	0	0	0	0	0	0	0	0
198651	21.19	1029.48	-134.27	50.31	0.65	-0.68	9.42	0.48	-0.56	9.77	21	0	0	0	0	0	0	0	0	0
198701	21.19	1029.49	-134.47	50.31	0.66	-0.76	9.66	0.49	-0.56	9.77	21	0	0	0	0	0	0	0	0	0
198751	21.2	1029.51	-134.47	50.31	0.41	-0.16	9.35	0.49	-0.56	9.77	21	0	0	0	0	0	0	0	0	0
198801	21.2	1029.49	-134.35	50.3	0.22	-0.56	9.3	0.49	-0.56	9.77	21	0	0	0	0	0	0	0	0	0
198851	21.2	1029.49	-134.35	50.3	0.8	-0.9	9.51	0.49	-0.56	9.77	21	0	0	0	0	0	0	0	0	0
198901	21.21	1029.51	-134.53	50.29	-0.02	-0.43	9.44	0.48	-0.56	9.77	21	0	0	0	0	0	0	0	0	0
198951	21.21	1029.51	-134.53	50.29	0.78	-0.68	9.43	0.48	-0.56	9.77	21	0	0	0	0	0	0	0	0	0
199001	21.22	1029.53	-134.65	50.28	0.57	-0.75	9.54	0.47	-0.56	9.77	21	0	0	0	0	0	0	0	0	0
199051	21.22	1029.53	-134.65	50.28	0.9	-0.83	9.19	0.46	-0.57	9.77	21	0	0	0	0	0	0	0	0	0
199101	21.24	1029.57	-134.98	50.28	0.53	-0.45	9.32	0.45	-0.57	9.77	21	0	0	0	0	0	0	0	0	0
199151	21.24	1029.57	-134.98	50.28	0.56	-0.87	9.65	0.44	-0.57	9.77	21	0	0	0	0	0	0	0	0	0
199201	21.25	1029.56	-134.93	50.31	0.37	-0.55	9.53	0.44	-0.56	9.78	21	0	0	0	0	0	0	0	0	0
199251	21.25	1029.56	-134.93	50.31	0.85	-0.36	9.45	0.43	-0.55	9.78	21	0	0	0	0	0	0	0	0	0
199301	21.31	1029.64	-135.57	50.27	0.26	-0.37	9.69	0.43	-0.55	9.78	21	0	0	0	0	0	0	0	0	0
199351	21.31	1029.64	-135.57	50.27	1.09	-0.74	9.52	0.41	-0.54	9.78	21	0	0	0	0	0	0	0	0	0
199401	21.23	1029.47	-134.22	50.29	0.56	-0.33	9.53	0.4	-0.54	9.78	21	0	0	0	0	0	0	0	0	0
199451	21.23	1029.47	-134.22	50.29	0.83	-0.51	9.56	0.39	-0.54	9.78	21	0	0	0	0	0	0	0	0	0
199501	21.24	1029.51	-134.51	50.35	0.91	-0.37	9.73	0.38	-0.54	9.78	21	0	0	0	0	0	0	0	0	0
199551	21.24	1029.51	-134.51	50.35	-0.18	-0.36	9.63	0.36	-0.53	9.78	21	0	0	0	0	0	0	0	0	0
199601	21.23	1029.48	-134.25	50.3	1.09	-0.52	9.73	0.35	-0.52	9.78	21	0	0	0	0	0	0	0	0	0
199651	21.23	1029.48	-134.25	50.3	0.13	-0.4	9.55	0.33	-0.52	9.78	21	0	0	0	0	0	0	0	0	0
199701	21.21	1029.47	-134.15	50.2	0.32	-0.43	9.55	0.31	-0.51	9.78	21	0	0	0	0	0	0	0	0	0
199751	21.21	1029.47	-134.15	50.2	0.14	-0.21	9.63	0.3	-0.5	9.78	21	0	0	0	0	0	0	0	0	0
199801	21.22	1029.47	-134.18	50.29	1.01	-0.5	9.72	0.29	-0.5	9.78	21	0	0	0	0	0	0	0	0	0
199851	21.22	1029.47	-134.18	50.29	0.81	-0.77	9.74	0.27	-0.5	9.78	21	0	0	0	0	0	0	0	0	0
199901	21.24	1029.5	-134.38	50.32	0.52	-0.54	9.83	0.26	-0.49	9.79	21	0	0	0	0	0	0	0	0	0
199951	21.24	1029.5	-134.38	50.32	-0.02	-0.38	9.55	0.25	-0.49	9.79	21	0	0	0	0	0	0	0	0	0
200001	21.22	1029.46	-134.08	50.21	0.06	-0.18	9.58	0.24	-0.49	9.79	21	0	0	0	0	0	0	0	0	0
200051	21.22	1029.46	-134.08	50.21	0.19	-0.09	9.68	0.23	-0.48	9.79	21	0	0	0	0	0	0	0	0	0
200101	21.22	1029.46	-134.11	50.21	0.49	-0.17	9.53	0.22	-0.48	9.79	21	0	0	0	0	0	0	0	0	0
200151	21.22	1029.46	-134.11	50.21	-0.16	-0.22	9.59	0.23	-0.47	9.79	21	0	0	0	0	0	0	0	0	0
200201	21.33	1029.66	-135.72	50.26	-0.01	-0.29	9.39	0.22	-0.47	9.79	21	0	0	0	0	0	0	0	0	0
200251	21.33	1029.66	-135.72	50.26	-0.23	-0.21	9.46	0.21	-0.47	9.79	21	0	0	0	0	0	0	0	0	0
200301	21.32	1029.62	-135.44	50.21	0.54	-0.3	9.73	0.21	-0.47	9.79	21	0	0	0	0	0	0	0	0	0
200351	21.32	1029.62	-135.44	50.27	0.48	-0.26	9.61	0.21	-0.47	9.79	21	0	0	0	0	0	0	0	0	0
200401	21.32	1029.6	-135.28	50.27	0.48	-0.07	9.66	0.22	-0.46	9.79	21	0	0	0	0	0	0	0	0	0
200451	21.31	1029.57	-134.99	50.22	0.71	-0.31	9.43	0.23	-0.45	9.79	21	0	0	0	0	0	0	0	0	0
200501	21.31	1029.57	-134.99	50.22	0.42	-0.34	9.46	0.23	-0.45	9.79	21	0	0	0	0	0	0	0	0	0
200551	21.27	1029.47	-134.16	50.28	0.28	-0.31	9.67	0.24	-0.46	9.79	21	0	0	0	0	0	0	0	0	0
200601	21.27	1029.47	-134.16	50.28	0.28	-0.39	9.27	0.24	-0.47	9.79	21	0	0	0	0	0	0	0	0	0
200651	21.26	1029.46	-134.11	50.25	0	-0.68	9.01	0.24	-0.48	9.79	21	0	0	0	0	0	0	0	0	0
200701	21.26	1029.46	-134.11	50.25	0.16	-0.9	9.13	0.25	-0.49	9.79	21	0	0	0	0	0	0	0	0	0
200751	21.27	1029.45	-134.02	50.28	0.25	-0.69	9.14	0.26	-0.5	9.79	21	0	0	0	0	0	0	0	0	0
200801	21.27	1029.45	-134.02	50.28	-0.04	-1.13	9.64	0.27	-0.51	9.78	21	0	0	0	0	0	0	0	0	0
200851	21.27	1029.45	-134.02	50.26	0.23	-0.89	9.25	0.28	-0.52	9.78	21	0	0	0	0	0	0	0	0	0
200901	21.27	1029.45	-134.02	50.26	0.07	-0.73	8.93	0.29	-0.53	9.78	21	0	0	0	0	0	0	0	0	0
200951	21.25	1029.42	-133.75	50.29	0.67	-1.35	9.59	0.3	-0.54	9.78	21	0	0	0	0	0	0	0	0	0
201001	21.25	1029.42	-133.75	50.29	-0.38	-0.26	8.43	0.32	-0.55	9.78	21	0	0	0	0	0	0	0	0	0
201051	21.32	1029.58	-135.06	50.28	0.04	-0.86	8.83	0.35	-0.56	9.78	21	0	0	0	0	0	0	0	0	0
201101	21.32	1029.58	-135.06	50.28	-0.36	-0.78	8.83	0.36	-0.57	9.78	21	0	0	0	0	0	0	0	0	0
201151	21.33	1029.54	-134.76	50.18	0.18	-0.6	8.9	0.37	-0.58	9.78	21	0	0	0	0	0	0	0	0	0
201201	21.33	1029.54	-134.76	50.18	0.14	-0.57	8.92	0.4	-0.58	9.78	21	0	0	0	0	0	0	0	0	0
201251	21.35	1029.63	-135.49	50.13	-0.26	-0.9	8.67	0.44	-0.58	9.77	21	0	0	0	0	0	0	0	0	0
201301	21.35	1029.63	-135.49	50.13	0.17	-0.89	8.86	0.46	-0.58	9.77	21	0	0	0	0	0	0	0	0	0
201351	21.36	1029.6	-135.23	50.15	0.36	-0.19	8.76	0.49	-0.59	9.77	21	0	0	0	0	0	0	0	0	0
201401	21.36	1029.6	-135.23	50.15	0.67	-0.6	8.67	0.52	-0.59	9.77	21	0	0	0	0	0	0	0	0	0
201451	21.36	1029.6	-135.24	50.23	0.37	-0.7	9	0.57	-0.6	9.77	21	0	0	0	0	0	0	0	0	0
201501	21.36	1029.6	-135.24	50.23	0.64	-0.07	8.47	0.6	-0.6	9.76	21	0	0	0	0	0	0	0	0	0
201551	21.36	1029.59	-135.13	50.22	1.13	-0.38	8.99	0.64	-0.59	9.76	21	0	0	0	0	0	0	0	0	0
201601	21.36	1029.59	-135.13	50.22	0.97	-0.95	8.97	0.67	-0.59	9.76	21	0	0	0	0	0	0	0	0	0
201651	21.32	1029.55	-134.85	50.18	0.85	-0.55	9.04	0.71	-0.59	9.76	21	0	0	0	0	0	0	0	0	0
201701	21.32	1029.55	-134.85	50.18	0.07	0.1	9.04	0.73	-0.59	9.76	21	0	0	0	0	0	0	0	0	0
201751	21.33	1029.54	-134.79	50.25	0.54	0.13	8.86	0.76	-0.59	9.75	21	0	0	0	0	0	0	0	0	0
201801	21.33	1029.52	-134.62	50.19	0.46	-0.82	9.24	0.79	-0.59	9.75	21	0	0	0	0	0	0	0	0	0
201851	21.33	1029.52	-134.62	50.19	1.06	-0.71	8.88	0.81	-0.59	9.75	21	0	0	0	0	0	0	0	0	0
201901	21.27	1029.45	-134.02	50.2	0.36	-0.46	9.04	0.83	-0.58	9.75	21	0	0	0	0	0	0	0	0	0
201951	21.27	1029.45	-134.02	50.2	0.58	0	9.05	0.85	-0.58	9.75	21	0	0	0	0	0	0	0	0	0
202001	21.29	1029.5	-134.4	50.19	1.04	-0.39	9.16	0.87	-0.58	9.75	21	0	0	0	0	0	0	0	0	0
202051	21.29	1029.5	-134.4	50.19	0.91	-0.12	9.38	0.88	-0.58	9.74	21	0	0	0	0	0	0	0	0	0
202101	21.31	1029.54	-134.73	50.18	0.93	-0.44	9.28	0.89	-0.57	9.74	21	0	0	0	0	0	0	0	0	0
202151	21.31	1029.54	-134.73	50.18	1.11	-0.33	9.34	0.89	-0.57	9.74	21	0	0	0	0	0	0	0	0	0
202201	21.31	1029.54	-134.75	50.21	1.08	0.01	9.4	0.89	-0.57	9.74	21	0	0	0	0	0	0	0	0	0
202251	21.31	1029.54	-134.75	50.21	1.58	0.15	9.04	0.89	-0.57	9.74	21	0	0	0	0	0	0	0	0	0
202301	21.33	1029.61	-135.3	50.19	0.87	0.26	9.27	0.88	-0.57	9.74	21	0	0	0	0	0	0	0	0	0
202351	21.33	1029.61	-135.3	50.19	0.82	-0.22	9.04	0.87	-0.58	9.75	21	0	0	0	0	0	0	0	0	0
202401	21.34	1029.63	-135.46	50.09	1.13	-0.1	9.46	0.85	-0.58	9.75	21	0	0	0	0	0	0	0	0	0
202451	21.34	1029.63	-135.46	50.09	1.19	0.13	9.47	0.84	-0.58	9.75	21	0	0	0	0	0	0	0	0	0
202501	21.37	1029.61	-135.33	50.2	1.38	0.05	9.12	0.81	-0.58	9.75	21	0	0	0	0	0	0	0	0	0
202551	21.37	1029.61	-135.33	50.2	0.78	-0.71	9.84	0.79	-0.58	9.75	21	0	0	0	0	0	0	0	0	0
202601	21.29	1029.54	-134.79	50.16	1.16	-0.3	9.4	0.76	-0.58	9.75	21	0	0	0	0	0	0	0	0	0
202651	21.29	1029.54	-134.79	50.16	0.59	-0.28	9.82	0.73	-0.58	9.76	21	0	0	0	0	0	0	0	0	0
202701	21.27	1029.5	-134.43	50.15	0.67	-0.52	9.48	0.71	-0.58	9.76	21	0	0	0	0	0	0	0	0	0
202751	21.27	1029.5	-134.43	50.15	0.77	-0.76	9.86	0.67	-0.58	9.76	21	0	0	0	0	0	0	0	0	0
202801	21.29	1029.55	-134.8	50.19	0.35	-0.18	9.3	0.64	-0.58	9.76	21	0	0	0	0	0	0	0	0	0
202851	21.29	1029.55	-134.8	50.19	-0.44	-0.34	10.25	0.61	-0.58	9.76	21	0	0	0	0	0	0	0	0	0
202901	21.3	1029.58	-135.04	50.15	-0.11	-0.54	10.14	0.58	-0.58	9.77	21	0	0	0	0	0	0	0	0	0
202951	21.3	1029.58	-135.04	50.15	0.72	-0.89	9.55	0.55	-0.57	9.77	21	0	0	0	0	0	0	0	0	0
203001	21.38	1029.67	-135.86	50.23	0.22	0.28	9.52	0.52	-0.56	9.77	21	0	0	0	0	0	0	0	0	0
203051	21.38	1029.67	-135.86	50.12	-0.37	-0.44	9.94	0.49	-0.55	9.77	21	0	0	0	0	0	0	0	0	0
203101	21.38	1029.65	-135.67	50.12	0.56	-0.25	9.52	0.46	-0.55	9.77	21	0	0	0	0	0	0	0	0	0
203151	21.29	1029.54	-134.77	50.16	0.36	-0.9	9.91	0.43	-0.55	9.78	21	0	0	0	0	0	0	0	0	0
203201	21.29	1029.54	-134.77	50.16	0.26	-0.26	9.61	0.42	-0.54	9.78	21	0	0	0	0	0	0	0	0	0
203251	21.29	1029.54	-134.69	50.17	0.19	-0.11	9.74	0.39	-0.53	9.78	21	0	0	0	0	0	0	0	0	0
203301	21.28	1029.52	-134.59	50.17	-0.36	-0.43	9.96	0.37	-0.53	9.78	21	0	0	0	0	0	0	0	0	0
203351	21.39	1029.69	-136.02	50.16	0.78	-0.38	9.19	0.35	-0.52	9.78	21	0	0	0	0	0	0	0	0	0
203401	21.39	1029.69	-136.02	50.16	0.43	-0.01	9.63	0.33	-0.52	9.78	21	0	0	0	0	0	0	0	0	0
203451	21.34	1029.58	-135.11	50.12	0.02	-0.71	9.82	0.31	-0.52	9.78	21	0	0	0	0	0	0	0	0	0
203501	21.34	1029.58	-135.11	50.12	0.25	-0.05	9.53	0.3	-0.52	9.78	21	0	0	0	0	0	0	0	0	0
203551	21.34	1029.61	-135.36	50.17	0.75	0.07	9.55	0.28	-0.52	9.78	21	0	0	0	0	0	0	0	0	0
203601	21.34	1029.61	-135.36	50.17	0.3	0.16	9.41	0.27	-0.52	9.78	21	0	0	0	0	0	0	0	0	0
203651	21.32	1029.53	-134.67	50.23	0.72	-0.01	9.69	0.26	-0.52	9.78	21	0	0	0	0	0	0	0	0	0
203701	21.32	1029.53	-134.67	50.23	0.37	-0.08	9.66	0.26	-0.52	9.78	21	0	0	0	0	0	0	0	0	0
203751	21.32	1029.53	-134.66	50.11	0.39	-0.03	9.63	0.26	-0.5	9.78	21	0	0	0	0	0	0	0	0	0
203801	21.32	1029.53	-134.66	50.11	0.36	0	9.71	0.26	-0.51	9.78	21	0	0	0	0	0	0	0	0	0
203851	21.36	1029.68	-135.92	50.15	-0.25	-0.51	9.71	0.27	-0.51	9.78	21	0	0	0	0	0	0	0	0	0
203901	21.36	1029.68	-135.92	50.15	0.64	-0.68	9.74	0.27	-0.52	9.78	21	0	0	0	0	0	0	0	0	0
203951	21.4	1029.66	-135.7	50.16	0.12	-0.39	9.17	0.27	-0.52	9.78	21	0	0	0	0	0	0	0	0	0
204001	21.4	1029.66	-135.7	50.16	0.68	-0.95	9.55	0.27	-0.53	9.78	21	0	0	0	0	0	0	0	0	0
204051	21.31	1029.46	-134.11	50.17	0.68	-0.83	9.71	0.27	-0.54	9.78	21	0	0	0	0	0	0	0	0	0
204101	21.31	1029.46	-134.11	50.17	0.46	-0.6	9.39	0.27	-0.54	9.78	21	0	0	0	0	0	0	0	0	0
204151	21.3	1029.5	-134.45	50.18	0.22	-1.13	9.27	0.28	-0.55	9.78	21	0	0	0	0	0	0	0	0	0
204201	21.3	1029.5	-134.45	50.18	0.2	-0.76	9.24	0.29	-0.55	9.78	21	0	0	0	0	0	0	0	0	0
204251	21.41	1029.72	-136.21	50.1	0.05	-0.48	9.42	0.3	-0.56	9.78	21	0	0	0	0	0	0	0	0	0
204301	21.41	1029.72	-136.21	50.1	0.55	-0.28	9.47	0.31	-0.56	9.78	21	0	0	0	0	0	0	0	0	0
204351	21.41	1029.69	-135.97	50.11	0.16	-0.8	9.13	0.32	-0.57	9.78	21	0	0	0	0	0	0	0	0	0
204401	21.41	1029.69	-135.97	50.11	-0.02	-1.21	9.73	0.33	-0.58	9.78	21	0	0	0	0	0	0	0	0	0
204451	21.37	1029.62	-135.41	50.06	0.42	-0.7	9.43	0.34	-0.58	9.78	21	0	0	0	0	0	0	0	0	0
204501	21.37	1029.62	-135.41	50.06	0.02	-0.76	9.86	0.35	-0.58	9.78	21	0	0	0	0	0	0	0	0	0
204551	21.38	1029.65	-135.62	50.14	0.67	-0.28	9.18	0.37	-0.58	9.78	21	0	0	0	0	0	0	0	0	0
204601	21.38	1029.63	-135.48	50.11	0.22	-0.68	9.21	0.38	-0.58	9.78	21	0	0	0	0	0	0	0	0	0
204651	21.41	1029.63	-135.48	50.11	0.63	-0.3	9.16	0.39	-0.58	9.78	21	0	0	0	0	0	0	0	0	0
204701	21.31	1029.48	-134.28	50.1	0.32	-0.96	9.29	0.4	-0.58	9.78	21	0	0	0	0	0	0	0	0	0
204751	21.31	1029.48	-134.28	50.1	0.71	-0.73	9.35	0.41	-0.58	9.78	21	0	0	0	0	0	0	0	0	0
204801	21.33	1029.55	-134.82	50.1	0.36	-0.81	9.3	0.42	-0.58	9.77	21	0	0	0	0	0	0	0	0	0
204851	21.33	1029.55	-134.82	50.1	1.24	-0.36	9.15	0.43	-0.57	9.77	21	0	0	0	0	0	0	0	0	0
204901	21.35	1029.55	-134.87	50.1	0.51	-0.41	9.11	0.44	-0.57	9.77	21	0	0	0	0	0	0	0	0	0
204951	21.35	1029.55	-134.87	50.1	0.53	-0.74	9.27	0.45	-0.56	9.77	21	0	0	0	0	0	0	0	0	0
205001	21.38	1029.61	-135.37	50.08	0.79	0.15	9.36	0.46	-0.56	9.77	21	0	0	0	0	0	0	0	0	0
205051	21.38	1029.61	-135.37	50.08	1.2	-0.57	9.26	0.46	-0.55	9.77	21	0	0	0	0	0	0	0	0	0
205101	21.4	1029.63	-135.48	50.08	0.78	0.11	9.36	0.48	-0.53	9.78	21	0	0	0	0	0	0	0	0	0
205151	21.4	1029.63	-135.48	50.08	0.6	-0.57	9.9	0.48	-0.53	9.78	21	0	0	0	0	0	0	0	0	0
205201	21.38	1029.64	-135.6	50.05	0.63	-0.62	9.58	0.49	-0.51	9.78	21	0	0	0	0	0	0	0	0	0
205251	21.38	1029.64	-135.6	50.05	0.41	-0.83	9.26	0.5	-0.5	9.78	21	0	0	0	0	0	0	0	0	0
205301	21.38	1029.64	-135.57	50.03	0.32	-0.46	9.56	0.51	-0.49	9.78	21	0	0	0	0	0	0	0	0	0
205351	21.38	1029.64	-135.57	50.03	0.72	-0.17	8.87	0.51	-0.48	9.78	21	0	0	0	0	0	0	0	0	0
205401	21.41	1029.67	-135.84	50.06	0.11	-0.24	9.13	0.52	-0.47	9.78	21	0	0	0	0	0	0	0	0	0
205451	21.41	1029.67	-135.84	50.06	0.27	-1.39	9.63	0.52	-0.46	9.78	21	0	0	0	0	0	0	0	0	0
205501	21.42	1029.63	-135.5	50.1	0.53	-0.4	9.28	0.52	-0.45	9.78	21	0	0	0	0	0	0	0	0	0
205551	21.42	1029.63	-135.5	50.1	0.55	-0.22	9.33	0.52	-0.44	9.78	21	0	0	0	0	0	0	0	0	0
205601	21.42	1029.67	-135.79	50.08	0.53	-0.25	9.44	0.52	-0.43	9.78	21	0	0	0	0	0	0	0	0	0
205651	21.42	1029.67	-135.79	50.08	0.55	-0.47	9.42	0.53	-0.42	9.78	21	0	0	0	0	0	0	0	0	0
205701	21.43	1029.62	-135.43	50.06	0.77	-0.26	9.25	0.53	-0.41	9.78	21	0	0	0	0	0	0	0	0	0
205751	21.43	1029.62	-135.43	50.06	0.32	-0.45	9.36	0.53	-0.4	9.78	21	0	0	0	0	0	0	0	0	0
205801	21.32	1029.49	-134.35	50.06	0.31	-0.13	9.46	0.53	-0.4	9.78	21	0	0	0	0	0	0	0	0	0
205851	21.32	1029.49	-134.35	50.06	0.43	-0.54	9.5	0.53	-0.39	9.78	21	0	0	0	0	0	0	0	0	0
205901	21.34	1029.52	-134.58	50.05	0.36	-0.56	9.4	0.53	-0.39	9.78	21	0	0	0	0	0	0	0	0	0
205951	21.34	1029.49	-134.14	50.06	0.4	-0.41	9.44	0.53	-0.39	9.78	21	0	0	0	0	0	0	0	0	0
206001	21.32	1029.47	-134.14	50.06	-0.13	-0.61	9.74	0.54	-0.39	9.78	21	0	0	0	0	0	0	0	0	0
206051	21.32	1029.5	-134.42	50.07	0.25	-0.56	9.57	0.54	-0.38	9.78	21	0	0	0	0	0	0	0	0	0
206101	21.32	1029.5	-134.42	50.07	0.44	-0.39	9.55	0.54	-0.38	9.78	21	0	0	0	0	0	0	0	0	0
206151	21.35	1029.54	-134.75	50.05	0.65	-0.79	9.42	0.54	-0.39	9.78	21	0	0	0	0	0	0	0	0	0
206201	21.35	1029.54	-134.75	50.05	0.72	-1.07	9.52	0.54	-0.39	9.78	21	0	0	0	0	0	0	0	0	0
206251	21.34	1029.51	-134.54	50.05	0.86	-0.61	9.34	0.53	-0.39	9.78	21	0	0	0	0	0	0	0	0	0
206301	21.34	1029.51	-134.54	50.05	0.71	-0.79	9.08	0.53	-0.4	9.78	21	0	0	0	0	0	0	0	0	0
206351	21.36	1029.56	-134.95	50.04	1.13	-0.21	9.34	0.52	-0.4	9.78	21	0	0	0	0	0	0	0	0	0
206401	21.36	1029.56	-134.95	50.04	0.84	-0.62	9.45	0.52	-0.41	9.78	21	0	0	0	0	0	0	0	0	0
206451	21.37	1029.55	-134.82	50	0.79	0.12	9.41	0.51	-0.41	9.78	21	0	0	0	0	0	0	0	0	0
206501	21.37	1029.55	-134.82	50	0.79	-0.65	9.65	0.5	-0.41	9.78	21	0	0	0	0	0	0	0	0	0
206551	21.45	1029.61	-135.33	49.99	0.6	-0.32	9.12	0.49	-0.42	9.78	21	0	0	0	0	0	0	0	0	0
206601	21.45	1029.61	-135.33	49.99	1.14	-0.17	9.6	0.47	-0.43	9.78	21	0	0	0	0	0	0	0	0	0
206651	21.38	1029.52	-134.57	50.05	0.6	-1.13	9.23	0.46	-0.44	9.78	21	0	0	0	0	0	0	0	0	0
206701	21.38	1029.52	-134.57	50.05	0.65	-0.08	9.05	0.44	-0.44	9.78	21	0	0	0	0	0	0	0	0	0
206751	21.35	1029.48	-134.27	50.03	0.41	-0.35	9.44	0.43	-0.44	9.78	21	0	0	0	0	0	0	0	0	0
206801	21.35	1029.48	-134.27	50.03	0.65	-0.33	9.54	0.41	-0.45	9.78	21	0	0	0	0	0	0	0	0	0
206851	21.35	1029.48	-134.24	50.03	0.79	-0.31	9.56	0.4	-0.46	9.78	21	0	0	0	0	0	0	0	0	0
206901	21.35	1029.48	-134.24	50.03	0.92	-0.23	9.42	0.39	-0.46	9.78	21	0	0	0	0	0	0	0	0	0
206951	21.37	1029.52	-134.6	50.05	0.19	-0.48	9.49	0.37	-0.46	9.78	21	0	0	0	0	0	0	0	0	0
207001	21.37	1029.52	-134.6	50.05	0.6	-0.16	9.45	0.35	-0.48	9.78	21	0	0	0	0	0	0	0	0	0
207051	21.34	1029.45	-134.04	50.07	0.55	-0.76	9.55	0.34	-0.48	9.78	21	0	0	0	0	0	0	0	0	0
207101	21.34	1029.45	-134.04	50.07	0.52	-0.65	9.43	0.34	-0.49	9.78	21	0	0	0	0	0	0	0	0	0
207151	21.36	1029.45	-134.03	49.96	0.33	-0.63	9.58	0.32	-0.49	9.78	21	0	0	0	0	0	0	0	0	0
207201	21.36	1029.45	-134.03	49.96	0.4	-0.68	9.54	0.31	-0.5	9.78	21	0	0	0	0	0	0	0	0	0
207251	21.46	1029.64	-135.59	49.95	0.31	-0.51	9.51	0.29	-0.5	9.78	21	0	0	0	0	0	0	0	0	0
207301	21.46	1029.64	-135.59	49.95	0.5	-0.45	9.33	0.29	-0.51	9.78	21	0	0	0	0	0	0	0	0	0
207351	21.46	1029.64	-135.56	49.93	-0.11	-0.76	9.57	0.28	-0.51	9.78	21	0	0	0	0	0	0	0	0	0
207401	21.46	1029.64	-135.56	49.93	0.41	-0.38	9.3	0.27	-0.52	9.78	21	0	0	0	0	0	0	0	0	0
207451	21.44	1029.56	-134.89	49.98	0.36	-0.53	9.23	0.26	-0.53	9.78	21	0	0	0	0	0	0	0	0	0
207501	21.44	1029.56	-134.89	49.98	0.18	-0.41	9.6	0.26	-0.53	9.78	21	0	0	0	0	0	0	0	0	0
207551	21.44	1029.55	-134.86	49.97	0.61	-0.24	9.32	0.26	-0.53	9.78	21	0	0	0	0	0	0	0	0	0
207601	21.44	1029.55	-134.84	49.99	0.5	-0.36	9.39	0.26	-0.54	9.78	21	0	0	0	0	0	0	0	0	0
207651	21.43	1029.53	-134.68	49.99	0.32	-0.56	9.06	0.26	-0.55	9.78	21	0	0	0	0	0	0	0	0	0
207701	21.43	1029.53	-134.71	49.97	0	-0.61	9.5	0.26	-0.56	9.78	21	0	0	0	0	0	0	0	0	0
207751	21.43	1029.53	-134.71	49.97	0.14	-0.67	9.19	0.26	-0.57	9.78	21	0	0	0	0	0	0	0	0	0
207801	21.39	1029.47	-134.22	49.99	0.31	-0.79	9.21	0.26	-0.58	9.78	21	0	0	0	0	0	0	0	0	0
207851	21.39	1029.47	-134.22	49.99	-0.31	-0.91	9.52	0.26	-0.58	9.78	21	0	0	0	0	0	0	0	0	0
207901	21.38	1029.45	-134	49.95	-0.15	-0.66	9.81	0.27	-0.59	9.78	21	0	0	0	0	0	0	0	0	0
207951	21.38	1029.45	-134	49.95	-0.26	-0.5	9.07	0.28	-0.6	9.78	21	0	0	0	0	0	0	0	0	0
208001	21.42	1029.49	-134.33	50.01	-0.08	-0.09	9.15	0.29	-0.61	9.78	21	0	0	0	0	0	0	0	0	0
208051	21.42	1029.49	-134.33	50.01	0.28	-0.67	9.26	0.3	-0.62	9.78	21	0	0	0	0	0	0	0	0	0
208101	21.43	1029.56	-134.88	50.05	0.43	-0.45	9.03	0.32	-0.63	9.78	21	0	0	0	0	0	0	0	0	0
208151	21.43	1029.56	-134.88	50.05	0.15	-0.7	9.37	0.33	-0.63	9.77	21	0	0	0	0	0	0	0	0	0
208201	21.45	1029.58	-135.1	49.99	0.61	0.04	9.01	0.35	-0.64	9.77	21	0	0	0	0	0	0	0	0	0
208251	21.45	1029.58	-135.1	49.99	0.34	-0.39	9.48	0.36	-0.65	9.77	21	0	0	0	0	0	0	0	0	0
208301	21.45	1029.59	-135.18	49.94	-0.13	-0.61	9.73	0.39	-0.65	9.77	21	0	0	0	0	0	0	0	0	0
208351	21.45	1029.59	-135.18	49.94	0.27	-0.38	9.1	0.4	-0.65	9.77	21	0	0	0	0	0	0	0	0	0
208401	21.46	1029.59	-135.19	50.08	0.52	-1.09	9.43	0.43	-0.65	9.77	21	0	0	0	0	0	0	0	0	0
208451	21.46	1029.59	-135.19	50.08	-0.05	0.09	8.91	0.45	-0.65	9.77	21	0	0	0	0	0	0	0	0	0
208501	21.48	1029.61	-135.35	49.96	0.16	-0.81	9.05	0.48	-0.65	9.77	21	0	0	0	0	0	0	0	0	0
208551	21.48	1029.61	-135.35	49.96	0.27	-0.48	9.04	0.5	-0.65	9.77	21	0	0	0	0	0	0	0	0	0
